5.30063	111.113
6.50729	58.9636
6.63773	376.909
7.22943	16.6774
7.75667	332.714
8.14344	208.419
8.59375	197.683
12.8792	42.8174
12.88	42.8178
13.8524	314.755
13.8542	314.76
15.1661	135.071
15.9328	278.711
16.1108	49.5636
16.6013	65.1823
17.6813	232.267
19.1159	259.667
19.3168	185.231
19.5435	176.772
20.9423	301.655
21.3877	161.891
23.0674	392.751
23.2785	67.2932
23.5328	421.254
24.17	347.967
24.6423	87.8594
25.6818	207.798
26.0083	207.076
26.0511	113.288
26.0513	113.289
26.5664	311.118
27.411	335.444
27.4114	335.445
28.5817	203.866
28.582	203.866
30.2069	247.436
30.4249	63.0706
30.9628	358.395
32.8336	97.016
33.2395	13.2038
33.2399	13.2039
33.4924	133.519
34.0047	36.2815
34.4279	172.668
34.6056	36.8878
35.2439	65.9064
35.5942	375.757
37.3991	156.24
38.6041	73.3652
40.016	293.232
40.1066	279.53
41.3079	420.041
42.1533	241.246
42.1539	241.246
44.2078	395.795
45.2121	312.889
45.2127	312.889
45.6987	418.83
45.9167	288.382
46.4508	164.982
48.4919	295.036
48.5556	354.575
49.1535	56.0341
49.1797	66.4366
49.2104	56.1539
50.2711	169.563
50.832	47.8491
51.6725	37.9652
51.6759	37.9629
52.0949	199.209
53.1355	59.0666
53.3365	25.1659
54.6242	52.8718
54.9964	73.677
55.2572	17.0361
55.3536	100.411
55.3979	73.0508
55.9683	402.804
56.3852	35.4397
56.6802	261.672
57.019	8.06254
57.02	8.06255
57.0234	8.0577
57.0239	8.05868
57.3648	84.7129
58.2774	7.43037
58.3058	271.127
60.6987	318.999
61.7109	231.478
64.5134	83.3902
64.7874	376.54
64.7875	376.54
65.0773	79.198
65.1965	101.46
65.3949	14.1766
65.4863	141.346
66.0462	89.5609
66.2317	334.437
66.3003	334.453
66.627	212.853
67.0513	108.024
67.789	86.658
68.1375	304.468
68.1382	304.468
68.4247	30.1684
68.4423	22.0489
68.8173	301.391
69.0822	148.03
70.3659	240.967
71.035	83.6737
71.0353	83.6739
71.0883	97.1258
71.5146	130.232
72.5716	41.1211
73.1032	102.57
73.1064	102.572
73.3259	8.13895
73.6619	122.721
73.7937	175.44
73.9343	252.091
74.6458	387.658
75.0005	81.1611
75.7426	43.2865
75.7433	43.2872
75.8552	8.78783
76.3283	105.398
76.984	357.974
77.6081	58.6021
77.6082	58.6021
77.7125	4.41077
78.6633	407.519
78.6636	407.52
79.0501	69.6935
79.7233	69.8675
79.7241	69.8679
79.7907	27.9884
79.7914	27.989
80.2961	36.4479
80.3635	36.469
80.5391	42.5464
80.6638	84.0004
81.8832	103.042
82.1904	323.969
82.1953	14.4424
82.3827	189.736
82.3952	234.55
82.9048	369.254
82.9175	53.1756
82.9175	53.1758
82.9588	56.6035
84.7337	98.2465
84.9695	277.429
85.1181	60.3804
85.8742	350.315
86.4404	240.511
86.4407	240.511
86.6941	226.542
87.2931	106.416
87.6978	151.271
88.8241	368.19
89.2836	182.28
89.4869	240.807
89.4877	240.807
89.9735	395.188
90.2889	73.924
90.289	73.9248
90.7206	322.995
91.6464	52.4087
91.647	52.4093
92.2984	37.4349
92.4797	235.786
93.4306	328.552
93.4601	66.8839
94.4755	96.842
